header,date,link,brief,tags
Путин объявил о запуске деревоперерабатывающих предприятий ,17:52 14.04.2025,https://ria.ru/20250414/putin-2011204067.html,Путин сообщил о запуске трех деревоперерабатывающих предприятий в регионах РФ,"Россия,Владимир Путин,Экономика,Московская область (Подмосковье),Калужская область"
Белый дом заявил о прогрессе в торговых переговорах с ЕС ,17:51 14.04.2025,https://ria.ru/20250414/progress-2011203508.html,Хассетт: США достигли значительных успехов в торговых переговорах с ЕС,"Экономика,Цены на нефть,США,Белоруссия,Россия,Дональд Трамп,Евросоюз"
"Шишкарев: ГК ""Дело"" готова к увеличению грузооборота с Индонезией ",17:47 14.04.2025,https://ria.ru/20250414/shishkarev-2011202338.html,"ГК ""Дело"" готова нарастить грузооборот с Индонезией через свои терминалы ","Индонезия,Россия,Джакарта,Сергей Шишкарев,Экономика"
"Большинство россиян верят в возвращение зарубежных брендов, показал опрос ",17:13 14.04.2025,https://ria.ru/20250414/opros-2011195092.html,"Опрос ""Вебер"": 56 процентов россиян верят в возвращение зарубежных брендов","Россия,Москва,Виктор Потуремский,Экономика"
Россия готова наращивать поставки продукции высокого передела в Индонезию ,16:54 14.04.2025,https://ria.ru/20250414/indoneziya-2011191250.html,Российский экспортный центр видит рассматривает увеличение экспорта в Индонезию,"Экономика,Индонезия,Россия,Джакарта,Российский экспортный центр (РЭЦ)"
В России частные компании смогут экспортировать газ через трубопроводы ,16:47 14.04.2025,https://ria.ru/20250414/gaz-2011186491.html,Новая энергостратегия допускает экспорт трубопроводного газа частными компаниями,"Экономика,Россия,Газпром,Роснефть,Новатэк"
ОПЕК сообщила об увеличении экспорта нефти из России и Центральной Азии ,16:17 14.04.2025,https://ria.ru/20250414/opek-2011181834.html,ОПЕК: Россия и Центральная Азия увеличили экспорт нефти в феврале на 4% к январю,"Экономика,Цены на нефть,Россия,Центральная Азия,Китай,ОПЕК"
Более 30 компаний представлены в Индонезии под брендом Made in Russia ,15:42 14.04.2025,https://ria.ru/20250414/indoneziya-2011176091.html,"РЭЦ начал работу бизнес-миссии в Джакарте в рамках форума ""Россия-Индонезия"" ","Экономика,Индонезия,Россия,Вероника Никишина,Джакарта,Российский экспортный центр (РЭЦ)"
"Эксперт рассказал, к чему приведет повышение пошлин США ",15:31 14.04.2025,https://ria.ru/20250414/poshliny-2011172019.html,Экономист Цзиньцзин: рост пошлин США приведет к уничтожению гегемонии доллара,"Экономика,Цены на нефть,США,Китай,Дональд Трамп,Введение Трампом пошлин на импорт"
МВФ предупредил о рисках из-за торговой напряженности между США и Китаем ,13:05 14.04.2025,https://ria.ru/20250414/mvf-2011137908.html,МВФ: напряженность между США и Китаем усиливает риски непредвиденных последствий,"Экономика,Китай,США,Вашингтон (штат),Дональд Трамп,МВФ,Введение Трампом пошлин на импорт"
Энергетическая стратегия предполагает рост доли атомной энергетики в России ,13:01 14.04.2025,https://ria.ru/20250414/novak-2011136950.html,Энергостратегия предполагает рост доли атомной энергетики до 25 процентов,"Экономика,Россия,Азия,Александр Новак"
"Товарооборот России и Индонезии составил 4,3 миллиарда долларов ",12:40 14.04.2025,https://ria.ru/20250414/manturov-2011129396.html,"Товарооборот России и Индонезии вырос до 4,3 миллиарда долларов в 2024 году","Экономика,Россия,Индонезия,Джакарта,Денис Мантуров"
Треть компаний из США утратили право на обратный выкуп активов в России ,12:16 14.04.2025,https://ria.ru/20250414/tret-2011123488.html,Треть компаний из США потеряли право на обратный выкуп проданных в РФ активов,"Экономика,Россия,Владимир Путин,Денис Мантуров,AmCham,США"
В России ожидают рост добычи угля к 2050 году на 51 процент ,11:46 14.04.2025,https://ria.ru/20250414/ugol-2011115664.html,Энергостратегия предполагает рост добычи угля к 2050 году на 51 процент,"Экономика,Россия"
Россия планирует запустить несколько крупных СПГ-проектов ,11:33 14.04.2025,https://ria.ru/20250414/kabmin-2011113495.html,Россия планирует запустить пять крупных проектов по производству СПГ к 2030 году,"Экономика,Усть-Луга,Россия,Арктик СПГ - 2,Сахалин-2,Ямал СПГ"
Правительство утвердило энергетическую стратегию России ,11:11 14.04.2025,https://ria.ru/20250414/energetika-2011105633.html,None,"Экономика,Россия,Министерство энергетики РФ (Минэнерго России),Правительство РФ"
Энергостратегия России предполагает рост производства электроэнергии ,10:59 14.04.2025,https://ria.ru/20250414/elektroenergiya-2011101185.html,"Производство электроэнергии в России к 2050 году вырастет до 1,6 трлн кВт.ч.","Экономика,Россия"
РЖД пожаловалась на массовые отказы угольщиков от перевозок ,10:55 14.04.2025,https://ria.ru/20250414/rzhd-2011097983.html,В РЖД пожаловались на читерство с заявками на перевозки угля,"Экономика,РЖД,Транспорт"
Энергостратегия до 2050 года предполагает рост экспорта газа ,10:51 14.04.2025,https://ria.ru/20250414/gaz-2011096982.html,Энергостратегия предполагает двукратный рост экспорта газа к 2050 году,"Экономика,Россия"
Производство крупнотоннажной нефтехимии в России вырастет до 14 миллионов ,10:51 14.04.2025,https://ria.ru/20250414/energostrategiya-2011096896.html,Энергостратегия: к 2035 году произведут 14 млн крупнотоннажных полимеров,"Россия,Экономика"
Экспорт нефти из России к 2050 году ожидают в объеме 235 миллионов тонн ,10:46 14.04.2025,https://ria.ru/20250414/nefti-2011096485.html,Энергостратегия предусматривает экспорт нефти к 2050 году в 235 миллионов тонн,"Экономика,Россия"
Правительство утвердило энергетическую стратегию России ,10:43 14.04.2025,https://ria.ru/20250414/strategiya-2011095481.html,Правительство утвердило энергетическую стратегию России до 2050 года,"Россия,Экономика"
"Почти четверть россиян старше трудоспособного возраста, заявила Голикова ",10:35 14.04.2025,https://ria.ru/20250414/golikova-2011094606.html,"Голикова заявила, что 24 процента россиян старше трудоспособного возраста","Россия,Татьяна Голикова,Экономика"
Новак рассказал об энергетической стратегии России до 2050 года ,10:32 14.04.2025,https://ria.ru/20250414/energostrategiya-2011094274.html,Новак: энергостратегия предполагает рост спроса на энергоресурсы на 20 процентов,"Экономика,Россия,Александр Новак"
Правительство подготовило энергетическую стратегию до 2050 года ,10:31 14.04.2025,https://ria.ru/20250414/mishustin-2011093885.html,Энергостратегия России включает переориентацию поставок на дружественные рынки,"Россия,Экономика,Михаил Мишустин"
Анастасия Прикладова: идет торговая война против всех стран ,10:00 14.04.2025,https://ria.ru/20250414/prikladova-2011010217.html,None,"Экономика,Интервью,РЭУ имени Г. В. Плеханова"
В Джакарте открылся бизнес-форум Россия — Индонезия ,09:23 14.04.2025,https://ria.ru/20250414/rossija-2011085744.html,В Джакарте открылся бизнес-форум Россия-Индонезия,"Экономика,Россия,Индонезия,Денис Мантуров"
"Товарооборот Китая и России в первом квартале снизился на 6,6 процента ",08:52 14.04.2025,https://ria.ru/20250414/tovarooborot-2011080941.html,"Товарооборот с Китаем в первом квартале снизился на 6,6 процента до $53,2 млрд","Экономика,Китай,Россия"
"России не нужно идти на уступки со стороны США, считает эксперт ",08:41 14.04.2025,https://ria.ru/20250414/ssha-2011080057.html,Доцент Прикладова: США могут попытаться использовать Россию как сырьевую базу,"Экономика,США,Россия,Китай,Дональд Трамп,РЭУ имени Г. В. Плеханова,SWIFT,БРИКС,Введение Трампом пошлин на импорт"
Мировые цены на нефть снизились ,08:29 14.04.2025,https://ria.ru/20250414/neft-2011079299.html,"Цена июньских фьючерсов на нефть марки Brent опустилась до 64,62 доллара","Экономика,США,Россия,Саудовская Аравия,ОПЕК,Международное энергетическое агентство,Brent,WTI (нефть),Цены на нефть"
"""Сейчас или никогда"". Европа приготовилась отдать миллиарды Москве ",08:00 14.04.2025,https://ria.ru/20250414/aktivy-2010750894.html,Экономист Кырлан: Европа создает опасный прецедент в мировой финансовой системе ,"Экономика,Россия,Европа,Москва,Евросоюз,Euroclear"
"Двузначных значений инфляции в России не будет, заявила эксперт ",07:04 14.04.2025,https://ria.ru/20250414/inflyatsiya-2011075002.html,Доцент Прикладова: двухзначных значений инфляции по итогам года в РФ не будет,"Экономика,Россия,США,Китай,Дональд Трамп,РЭУ имени Г. В. Плеханова"
В Китае заявили о намерении развивать сотрудничество со всеми странами ,05:57 14.04.2025,https://ria.ru/20250414/kitay-2011073107.html,Китай на фоне пошлин США намерен развивать сотрудничество со всеми странами,"Экономика,Китай,США,Дональд Трамп,Введение Трампом пошлин на импорт"
Трамп анонсировал новые пошлины на импорт полупроводников в США ,05:53 14.04.2025,https://ria.ru/20250414/tramp-2011072939.html,Трамп в течение недели объявит о новых пошлинах на импорт полупроводников в США,"Экономика,США,Дональд Трамп,Введение Трампом пошлин на импорт"
СМИ: первый раунд переговоров Японии и США о пошлинах пройдет 17 апреля ,04:43 14.04.2025,https://ria.ru/20250414/peregovory-2011069984.html,NHK: первый раунд переговоров Японии и США о пошлинах пройдет 17 апреля,"США,Экономика,Токио,Япония,Скотт Бессент,Введение Трампом пошлин на импорт"
Эксперт спрогнозировала курс рубля при затягивании торговой войны ,04:07 14.04.2025,https://ria.ru/20250414/rubl-2011067918.html,Доцент Прикладова: рубль может упасть при длительном действии взаимных тарифов,"Экономика,Китай,США,Дональд Трамп,РЭУ имени Г. В. Плеханова,ОПЕК,Введение Трампом пошлин на импорт"
"ЕС вряд ли конфискует замороженные активы России, считают в Росконгрессе ",00:25 14.04.2025,https://ria.ru/20250414/aktivy-2011059033.html,Росконгресс: страны ЕС вряд ли решатся конфисковать замороженные активы России,"Экономика,Россия,Бельгия,Европа,Евросоюз,Euroclear,G7,Санкции в отношении России,Замороженные российские активы"
Названы регионы-лидеры по динамике потребительского спроса ,00:05 14.04.2025,https://ria.ru/20250414/reyting-2011057967.html,Лидером рейтинга регионов по динамике потребительского спроса стала Адыгея,"Экономика,Севастополь,Архангельская область,Ненецкий автономный округ,РИА Рейтинг"
"Атомоход ""Якутия"" 15 апреля отправится в первый рейс ",12:07 13.04.2025,https://ria.ru/20250413/atomokhod-2010983551.html,"Атомоход ""Якутия"" 15 апреля отправится в первый рейс в Карское море","Россия,Экономика"
"Россия ищет варианты энергоснабжения Приднестровья, заявили в МИД ",08:35 13.04.2025,https://ria.ru/20250413/mid-2010966334.html,МИД: Россия ищет долговременные варианты энергоснабжения Приднестровья,"Россия,Экономика"
Средняя ставка по годовому вкладу в банках упала ниже 19 процентов ,08:00 13.04.2025,https://ria.ru/20250413/stavka-2010964608.html,Средняя ставка по годовому вкладу в 20 крупнейших банках упала ниже 19 процентов,"Экономика,Московская биржа"
Эксперт предостерег россиян от ажиотажных инвестиций в золото ,05:24 13.04.2025,https://ria.ru/20250413/zoloto-2010960151.html,Инвестор Манжос: покупка золота не выглядит привлекательной на короткий срок,"Экономика,БКС Мир инвестиций,Московская биржа"
"Германия заинтересована в нескольких поставщиках энергии, заявил Мерц ",03:46 13.04.2025,https://ria.ru/20250413/merts-2010957006.html,Мерц: Германия заинтересована сразу в нескольких поставщиках энергии,"Экономика,Германия,Россия,Европа,Фридрих Мерц,Владимир Путин,Такер Карлсон,ХДС/ХСС,ARD"
"Аналитик объяснила, как прожить месяц почти без денег ",03:18 13.04.2025,https://ria.ru/20250413/ekonomiya-2010950639.html,Аналитик Бочкина: сокращение ежедневных трат позволит накопить нужную сумму,"Экономика,Банки.ру"
В ФНС назвали крайний срок подачи деклараций по НДФЛ  ,03:03 13.04.2025,https://ria.ru/20250413/ndfl-2010956072.html,ФНС: срок подачи деклараций по НДФЛ в России истекает 30 апреля,"Экономика,Россия,Светлана Бондарчук,Федеральная налоговая служба (ФНС России)"
"Финансист назвала сумму, меньше которой бесполезно копить ",02:17 13.04.2025,https://ria.ru/20250413/nakopleniya-2010950247.html,Доцент Валишвили: на финансовую подушку нужно откладывать 10% от зарплаты,"Мери Валишвили,РЭУ имени Г. В. Плеханова,Центральный Банк РФ (ЦБ РФ),Экономика"
Эксперт назвал возможные факторы укрепления рубля ,01:55 13.04.2025,https://ria.ru/20250413/rubl-2010953824.html,Вьюгин: возможные расчеты в криптовалюте могут быть фактором укрепления рубля ,"Экономика,Россия,Китай,Олег Вьюгин,Высшая школа экономики (ВШЭ),Московская биржа"
Эксперт оценил влияние иностранных компаний на укрепление рубля ,22:54 12.04.2025,https://ria.ru/20250412/ekspert-2010943519.html,Прикладова: появление новых иностранных компаний в России может укрепить рубль,"Экономика,Россия,Кирилл Дмитриев,Владимир Путин,Денис Мантуров,РЭУ имени Г. В. Плеханова,Российский фонд прямых инвестиций,Курс рубля"
В Минпромторге рассказали о запасах редких металлов в Сибири ,22:24 12.04.2025,https://ria.ru/20250412/sibir-2010940787.html,Минпромторг: Сибирь располагает значительными запасами редких металлов,"Экономика,Россия,Иркутская область,Республика Хакасия,Дмитрий Патрушев,Владимир Путин,Министерство промышленности и торговли РФ (Минпромторг России)"
В России начали снижать цены из-за укрепления рубля ,12:59 12.04.2025,https://ria.ru/20250412/rubl-2010873586.html,ЦУМ начал понижать цены из-за укрепления курса рубля,"Экономика,Россия"
"Компании из России выиграют от антикитайских пошлин США, считает эксперт ",12:16 12.04.2025,https://ria.ru/20250412/prikladova-2010868209.html,Прикладова: компании из России могут успеть купить товары в Китае со скидкой,"Экономика,США,Китай,Россия,Дональд Трамп,РЭУ имени Г. В. Плеханова,Введение Трампом пошлин на импорт"
"Пошлины США принесли в мир хаос, заявил министр коммерции КНР  ",09:13 12.04.2025,https://ria.ru/20250412/ventao-2010851956.html,Вэньтао: пошлины США вызвали хаос в международном сообществе,"Экономика,Цены на нефть,Китай,США,Вашингтон (штат),Дональд Трамп,Нгози Оконджо-Ивеала,Ван И (политик),Всемирная торговая организация (ВТО),В мире,Реакция на пошлины США,Пошлины"
"Экономист рассказала, какими товарами США не смогут себя обеспечить ",08:31 12.04.2025,https://ria.ru/20250412/ekspert-2010850556.html,Экономист Прикладова: США не смогут обеспечить себя полупроводниками,"США,Китай,Вашингтон (штат),Дональд Трамп,РЭУ имени Г. В. Плеханова,Введение Трампом пошлин на импорт,Экономика"
"""Москвич"" сохранил право на эмблему АЗЛК до 2033 года ",07:23 12.04.2025,https://ria.ru/20250412/moskvich-2010847189.html,"""Москвич"" сохранил за собой право на использование эмблемы АЗЛК до 2033 года","Авто,Россия,Федеральная служба по интеллектуальной собственности (Роспатент),Экономика"
Эксперты назвали отрасль с высокими зарплатами непрофильных специалистов ,02:59 12.04.2025,https://ria.ru/20250412/zarplaty-2010834967.html,Headhunter: специалисты в авиаотрасли получают от 350 тысяч рублей в месяц,"Наука,Экономика,Технологии,Россия,Москва,Московская область (Подмосковье)"
Белоруссия на полгода продлила лицензирование экспорта зерна ,02:38 12.04.2025,https://ria.ru/20250412/belorussija-2010834064.html,Правительство Белоруссии продлило лицензирование экспорта ряда видов зерна,"Экономика,Белоруссия,Евразийский экономический союз"
МВФ выделило Аргентине 20 миллиардов долларов ,01:42 12.04.2025,https://ria.ru/20250412/argentina-2010831098.html,Власти Аргентины согласовали с МВФ выделение стране 20 миллиардов долларов,"Экономика,Аргентина,Луис Капуто,Хавьер Милей,МВФ,Центральный Банк РФ (ЦБ РФ)"
Рубль заметно укрепился на Московской бирже ,21:13 11.04.2025,https://ria.ru/20250411/rubl-2010814699.html,"Рубль заметно укрепился на Московской бирже, курс юаня упал до 11,25 рублей","Ситуация с курсами валют и ценами на нефть,Экономика,Россия,Московская биржа,Стив Уиткофф,Владимир Путин,США,Цифра брокер,БКС Мир инвестиций,В мире"
Росстат повысил оценку роста ВВП в 2024 году ,19:10 11.04.2025,https://ria.ru/20250411/rosstat-2010803070.html,"Росстат повысил оценку роста экономики в 2024-м с 4,1 до 4,3%","Экономика,Россия,Федеральная служба государственной статистики (Росстат),ВВП"
Глава Lavazza возмутился ростом цен на кофе ,17:31 11.04.2025,https://ria.ru/20250411/lavazza-2010785202.html,"Глава Lavazza Баравалле заявил, что росту цен на кофе должен быть предел","Экономика,США,Нью-Йоркская фондовая биржа,Дональд Трамп,Введение Трампом пошлин на импорт,В мире,Кофе"
Россиян предупредили о схеме аферистов с использованием цифрового рубля ,17:01 11.04.2025,https://ria.ru/20250411/moshenniki-2010776266.html,ЦБ РФ предупредил о новой схеме аферистов с инвестпрограммой цифрового рубля,"Экономика,Технологии,Центральный Банк РФ (ЦБ РФ)"
Эксперт оценила последствия высоких пошлин США на китайские товары ,16:53 11.04.2025,https://ria.ru/20250411/poshliny-2010775119.html,Экономист ВШЭ Бондаренко: продажа товаров в США может стать невыгодной для Китая,"Экономика,США,Китай,Юго-Восточная Азия,Дональд Трамп,Си Цзиньпин,Высшая школа экономики (ВШЭ),Введение Трампом пошлин на импорт"
РЭЦ поддержал экспорт предприятий Карелии на 31 млрд рублей в 2024 году ,16:50 11.04.2025,https://ria.ru/20250411/eksport-2010774511.html,"РЭЦ поддержал экспорт предприятий Карелии на 31,1 миллиарда рублей в 2024 году","Экономика,Республика Карелия,Экспорт,Российский экспортный центр (РЭЦ)"
Health & Nutrition увеличила объем продаж на 14% по итогам I квартала года ,16:33 11.04.2025,https://ria.ru/20250411/prodazhi-2010760100.html,Объем продаж Health & Nutrition вырос на 14% по итогам I квартала 2025 года,"Россия,молочные продукты,Экономика"
В Госдуме предложили ввести код ОКВЭД для майнеров ,14:30 11.04.2025,https://ria.ru/20250411/gosduma-2010730116.html,Депутат Горелкин предложил ввести код ОКВЭД для майнеров криптовалют,"Экономика,Технологии,Россия,Антон Горелкин,Госдума РФ,Министерство финансов РФ (Минфин России),Федеральное агентство по техническому регулированию и метрологии (Росстандарт),Общество"
Стоимость золота обновила исторический рекорд ,13:26 11.04.2025,https://ria.ru/20250411/zoloto-2010703956.html,Стоимость золота достигла рекордного значения в 3 252 доллара за унцию,"Экономика,Введение Трампом пошлин на импорт,Золото"
Минкоммерции КНР обвинило США в потрясениях в мировой экономике ,12:20 11.04.2025,https://ria.ru/20250411/kitaj-2010678658.html,Минкоммерции КНР: США ответственны за потрясения в мировой экономике ,"Экономика,Цены на нефть,Китай,США,Вашингтон (штат),Дональд Трамп,Ван И (политик),Введение Трампом пошлин на импорт"
Объем экспорта в Иркутской области вырос на 8% ,12:19 11.04.2025,https://ria.ru/20250411/eksport-2010678312.html,Губернатор Кобзев: объем экспорта в Иркутской области вырос на 8%,"Экономика,Иркутская область,Россия,Игорь Кобзев,Вероника Никишина,Российский экспортный центр (РЭЦ)"
Китай отреагировал на новое повышение пошлин США ,11:46 11.04.2025,https://ria.ru/20250411/poshliny-2010661482.html,Минкоммерции Китая назвало ввод ненормально высоких пошлин США игрой в числа,"Экономика,Цены на нефть,Пекин,Вашингтон (штат),США,Дональд Трамп,Скотт Бессент,Ван И (политик),Введение Трампом пошлин на импорт"
Макрон прокомментировал ситуацию с пошлинами США ,11:41 11.04.2025,https://ria.ru/20250411/poshliny-2010660516.html,Макрон: ЕС будет добиваться от США полной отмены несправедливых торговых пошлин,"Экономика,США,Франция,Европа,Эммануэль Макрон,Дональд Трамп,Евросоюз,Еврокомиссия,Введение Трампом пошлин на импорт"
Китай подал новый иск в ВТО из-за тарифов США ,11:23 11.04.2025,https://ria.ru/20250411/poshliny-2010655145.html,Китай подал новый иск в ВТО из-за дополнительного повышения тарифов США,"Экономика,Китай,США,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
Китай увеличит дополнительные пошлины на товары из США до 125% ,11:07 11.04.2025,https://ria.ru/20250411/kitay-2010652685.html,Китай увеличит дополнительные пошлины на товары из США на 41% до 125%,"Китай,Экономика,США,Введение Трампом пошлин на импорт,Пекин,Дональд Трамп,Всемирная торговая организация (ВТО)"
"Акции ""Аэрофлота"" подскочили после заявления Лаврова о предложении для США ",10:52 11.04.2025,https://ria.ru/20250411/aktsii-2010647866.html,"Акции ""Аэрофлота"" подскочили на 3,5% после слов Лаврова  о предложении для США","Экономика,Цены на нефть,Россия,США,Сергей Лавров,Аэрофлот"
Национальный бренд поможет креативным индустриям в продвижении на экспорт ,10:14 11.04.2025,https://ria.ru/20250411/brend-2010641817.html,Национальный бренд может помочь креативным индустриям в продвижении на экспорт,"Россия,ОАЭ,Китай,ВЭБ.РФ (ВЭБ),Экономика"
Эксперт оценила влияние американских пошлин на мировые рынки ,10:11 11.04.2025,https://ria.ru/20250411/poshliny-2010639830.html,Прикладова: пошлины США не внесут значимых изменений в мировой товаропоток,"Экономика,Цены на нефть,Китай,США,Индия,Дональд Трамп,РЭУ имени Г. В. Плеханова,Введение Трампом пошлин на импорт"
Стоимость золота обновила исторический рекорд ,09:01 11.04.2025,https://ria.ru/20250411/zoloto-2010628798.html,"Стоимость золота достигла рекордного значения в 3 240,2 доллара за унцию ","Экономика,Шанхай,Введение Трампом пошлин на импорт,Золото"
Вышло не по плану. Китай кардинально меняет позицию ,08:00 11.04.2025,https://ria.ru/20250411/tarify-2010561860.html,Азиатские рынки выросли на фоне решения Трампа об отсрочке тарифов,"Экономика,США,Гонконг,Шанхайская фондовая биржа,АТР,Цены на нефть,Дональд Трамп,фондовый рынок США"
Эксперт назвала перспективные страны для экспорта российского вина ,07:28 11.04.2025,https://ria.ru/20250411/vino-2010620878.html,Духина: Азия является перспективным направлением для экспорта российского вина,"Твой бизнес,Экономика,Китай,Южная Корея,Краснодарский край,Твой бизнес – новости"
Суд обязал российскую Zara доплатить в бюджет таможенные пошлины ,06:41 11.04.2025,https://ria.ru/20250411/sud-2010617152.html,Суд обязал Zara доплатить в бюджет 79 миллионов рублей таможенных пошлин,"Экономика,Россия,Zara,СНГ,Inditex"
В ВТО пройдут технические консультации по последствиям пошлин ,05:21 11.04.2025,https://ria.ru/20250411/vto-2010610902.html,Постпред Платонов: консультации по последствиям пошлин состоятся 16 апреля в ВТО,"Экономика,Россия,Саудовская Аравия,США,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
Постпред России при ВТО примет участие в консультациях по пошлинам ,05:20 11.04.2025,https://ria.ru/20250411/poshliny-2010610733.html,Постпред России при ВТО Платонов примет участие в консультациях по пошлинам,"Экономика,Россия,Саудовская Аравия,США,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
Российские ученые создали систему контроля контейнеров с помощью AR-очков ,04:26 11.04.2025,https://ria.ru/20250411/bezopasnost-2010608410.html,В Smart Engines создали систему для контроля содержимого грузовых контейнеров,"Технологии,Экономика"
Юрист рассказал о штрафах за ведение бизнеса без уведомления органов ,02:19 11.04.2025,https://ria.ru/20250411/biznes-2010600568.html,Юрист Хаминский предупредил о штрафах за неуведомление о начале ведения бизнеса,"Москва,Московская область (Подмосковье),Россия,Экономика"
Депутат прокомментировала слова Путина об ипотеке ,20:57 10.04.2025,https://ria.ru/20250410/ipoteka-2010580163.html,Депутат Лантратова отметила важность разъяснений условий ипотеки россиянам,"Экономика,Ипотека,Россия,Владимир Путин,Яна Лантратова,Виталий Мутко"
"""Мираторг"" исключил попадание свинины в говяжьи продукты ",20:20 10.04.2025,https://ria.ru/20250410/miratorg-2010576754.html,Мираторг: свинина не может попасть в говяжьи продукты даже теоретически,"Экономика,Россия,Азербайджан,Мираторг,В мире,Ислам,Общество"
"""Газпром"" обновил рекорд суточных поставок газа для апреля ",19:11 10.04.2025,https://ria.ru/20250410/gazprom-2010570616.html,Газпром установил новый рекорд суточных поставок газа потребителям для апреля,"Экономика,Газпром,Группа ГАЗ,Россия"
Россия и Казахстан обсудили увеличение транзита нефти и газа ,18:52 10.04.2025,https://ria.ru/20250410/novak-2010568482.html,Новак и делегация из Казахстана обсудили увеличение транзита нефти и газа РФ,"Экономика,Казахстан,Россия,Александр Новак,Магзум Мирзагалиев"
Эксперт оценила перспективы торговой войны между США и Китаем ,18:39 10.04.2025,https://ria.ru/20250410/poshliny-2010565869.html,Экономист Прикладова: введение пошлин между США и Китаем закончится переговорами,"Экономика,Цены на нефть,Китай,США,Дональд Трамп,РЭУ имени Г. В. Плеханова,БРИКС,Введение Трампом пошлин на импорт"
Россияне столкнулись с трудностями при денежных переводах по СБП ,18:37 10.04.2025,https://ria.ru/20250410/nspk-2010565399.html,НСПК зафиксировала увеличение времени обработки операций через СБП,"Экономика,Россия,Система быстрых платежей (СБП)"
"Внедрение ""справедливого"" роуминга в ЕАЭС идет тяжело, заявил Ермолович ",18:26 10.04.2025,https://ria.ru/20250410/ermolovich-2010561351.html,Ермолович: рано говорить о датах введения справедливого тарифа роуминга в ЕАЭС,"Экономика,Россия,Белоруссия,Казахстан,Максим Ермолович,Евразийская экономическая комиссия,Евразийский экономический союз,В мире"
"""Газпром"" соберет заявки на облигации на $200 млн ",17:49 10.04.2025,https://ria.ru/20250410/gazprom-2010549342.html,"""Газпром"" 15 апреля соберет заявки на облигации на $200 млн с расчетами в рублях","Экономика,Газпром,Газпромбанк"
"В ""Делимобиле"" могут не выплатить дивиденды за 2024 год ",17:37 10.04.2025,https://ria.ru/20250410/delimobil-2010543971.html,"Совет директоров ""Делимобиля"" рекомендовал не выплачивать дивиденды за 2024 год","Экономика,Городское хозяйство Москвы,Дивиденды"
Россия может заняться строительством энергетических объектов на Шри-Ланке  ,17:29 10.04.2025,https://ria.ru/20250410/gaz-2010541158.html,Минэнерго: РФ может заняться модернизацией инфраструктуры для СПГ на Шри-Ланке ,"Экономика,Шри-Ланка,Россия,Министерство энергетики РФ (Минэнерго России)"
"Профицит внешней торговли России за два месяца вырос на 2,7 процента ",17:29 10.04.2025,https://ria.ru/20250410/fts-2010541312.html,"ФТС: профицит внешней торговли РФ за 2 месяца вырос на 2,7% до $18,9 млрд","Экономика,Россия,Федеральная таможенная служба (ФТС России),Африка"
Цены на нефть ускорили падение до пяти процентов ,17:18 10.04.2025,https://ria.ru/20250410/neft-2010538058.html,"Цена нефти марки Brent упала на 5,04%, до 62,18 доллара за баррель","Ситуация с курсами валют и ценами на нефть,Экономика,Цены на нефть,Brent,WTI (нефть)"
Доллар усилил снижение к евро и иене до 2% ,17:14 10.04.2025,https://ria.ru/20250410/dollar-2010536586.html,Стоимость доллара ускорила снижение по отношению к евро и иене до 2% в четверг,"Экономика,Цены на нефть,США,В мире"
"Греция увеличила закупку российского трубопроводного газа почти на 19,5%  ",17:09 10.04.2025,https://ria.ru/20250410/gaz-2010534440.html,"Греция увеличила закупку российского трубопроводного газа в I квартале на 19,45%","Экономика,Греция,Россия,Цены на нефть,США,В мире,мировая экономика"
"Регионы будут оперативнее получать субсидии из бюджета, заявил Мишустин ",16:44 10.04.2025,https://ria.ru/20250410/subsidii-2010526566.html,Мишустин: правительство ускорит работу по распределению региональных субсидий,"Экономика,Россия,Михаил Мишустин,Госдума РФ"
Международные резервы России обновили исторический максимум ,16:23 10.04.2025,https://ria.ru/20250410/rezervy-2010520499.html,"Международные резервы РФ выросли до $658 млрд, достигнув исторического максимума","Экономика,Россия,США,МВФ"
Киселев отметил вклад журналистов в создание делового климата ,16:05 10.04.2025,https://ria.ru/20250410/zhurnalisty-2010515090.html,Киселев отметил вклад экономических журналистов в создание делового климата в РФ,"Экономика,Россия,Москва,Дмитрий Киселев,Новости агентства"
"Биржевые цены на газ в Европе растут на 4%, следует из данных ICE ",16:05 10.04.2025,https://ria.ru/20250410/ice-2010514937.html,ICE: Биржевые цены на газ в Европе находятся на уровне $400 за тыс кубометров,"Экономика,Европа,США,Цены на нефть,Андрей Смирнов,БКС Мир инвестиций,Евросоюз,Нидерланды"
"Источник: КНР стала единственной страной, осудившей пошлины США в ВТО ",15:43 10.04.2025,https://ria.ru/20250410/kitay-2010505122.html,"На заседании ВТО никто не поддержал Китай, критикующий импортную политику США","Экономика,Цены на нефть,Китай,США,Женева (город),Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
