header,date,link
Эксперт НТИ оценил рост рынка морских беспилотников в России ,"12.09.2024, 07:52",https://ria.ru/20240912/bespilotniki-1972210259.html
"Финансист объяснил, когда отменят наличные деньги ","12.09.2024, 02:17",https://ria.ru/20240912/nalichnost-1972196273.html
"Три резидента смоленской ОЭЗ ""Стабна"" запустили новые производства ","11.09.2024, 18:42",https://ria.ru/20240911/smolensk-1972158709.html
ЦБ ожидает падения показателей хищений средств клиентов банков ,"11.09.2024, 16:40",https://ria.ru/20240911/tsb-1972125049.html
Больше 200 банков в России до сих пор подключены к SWIFT ,"10.09.2024, 17:47",https://ria.ru/20240910/maslov-1971909604.html
"В ФБР раскрыли, какие убытки понесли США от мошенничества с криптовалютой ","10.09.2024, 13:23",https://ria.ru/20240910/fbr-1971811460.html
Титов призвал создать единый с Китаем рынок по торговле углеродами ,"10.09.2024, 12:13",https://ria.ru/20240910/rynok-1971794071.html
В МТС рассказали о ценах на новые iPhone 16 ,"9.09.2024, 22:35",https://ria.ru/20240909/tseny-1971710667.html
"В Москве рассказали, как столичные компании открывают новые рынки сбыта ","8.09.2024, 13:15",https://ria.ru/20240908/moskva-1971392099.html
Старовойт: Россия войдет в высшую лигу стран с высокоскоростным движением ,"7.09.2024, 12:13",https://ria.ru/20240907/transport-1971247693.html
Старовойт рассказал об интересе стран Ближнего Востока к Севморпути ,"7.09.2024, 10:11",https://ria.ru/20240907/sevmorput-1971230752.html
В Минтрансе назвали российскую транспортную отрасль одной из лидеров в мире ,"7.09.2024, 09:36",https://ria.ru/20240907/starovojt-1971227348.html
Старовойт рассказал о развитии Восточного полигона ,"7.09.2024, 01:58",https://ria.ru/20240907/poligon-1971205402.html
Минцифры начало новый отбор особо значимых IT-проектов ,"6.09.2024, 13:59",https://ria.ru/20240906/mintsifry-1971044660.html
"Платформенная экономика в России быстро развивается, заявили в АЦП ","6.09.2024, 07:50",https://ria.ru/20240906/ekonomika-1970961587.html
Четкое изображение и качественный звук: какой телевизор выбрать для дома  ,"5.09.2024, 13:57",https://ria.ru/20240905/televizor-1782099245.html
"Путин рассказал, из-за чего нервничают сотрудники Минфина ","5.09.2024, 13:22",https://ria.ru/20240905/putin-1970806073.html
"""Ими управляют инопланетяне"". Путин на ВЭФ расставил все по местам ","5.09.2024, 12:11",https://ria.ru/20240905/putin-1970754549.html
Путин объяснил назначение цифрового рубля ,"5.09.2024, 11:57",https://ria.ru/20240905/putin-1970781505.html
Путин увидел потенциал для роста геологической изученности в ДФО ,"5.09.2024, 10:05",https://ria.ru/20240905/putin-1970740068.html
Путин призвал ВЭБ контролировать риски государственно-частного партнерства ,"5.09.2024, 10:01",https://ria.ru/20240905/putin-1970738456.html
Путин рассказал о масштабном плане развития Севморпути ,"5.09.2024, 09:33",https://ria.ru/20240905/putin-1970728904.html
"Сбер и ""Инновационный инжиниринговый центр"" договорились о сотрудничестве ","5.09.2024, 09:32",https://ria.ru/20240905/sber-1970728126.html
Путин рассказал о проекте для обработки гражданских беспилотников в ДФО ,"5.09.2024, 09:21",https://ria.ru/20240905/putin-1970723045.html
Россиянам рассказали о новой многоступенчатой схеме мошенников ,"5.09.2024, 09:13",https://ria.ru/20240905/moshenniki-1970719789.html
Путин рассказал о проектах в важнейших сферах на Дальнем Востоке ,"5.09.2024, 09:05",https://ria.ru/20240905/putin-1970716236.html
Минтранс видит в перспективе ВСМ для связи Приморья с Хабаровском ,"5.09.2024, 07:42",https://ria.ru/20240905/vsm-1970694340.html
"Суда ""АстраПорт Шиппинг"" начнут тестировать спутниковую связь в 2024 году ","5.09.2024, 07:15",https://ria.ru/20240905/glonass-1970690689.html
"""Сила Сибири-2"" проходит экологическую экспертизу, заявил Кобзев ","5.09.2024, 07:03",https://ria.ru/20240905/gazoprovod-1970689438.html
"Автопром России может отказаться от натурального каучука, заявил ""Сибур"" ","5.09.2024, 05:33",https://ria.ru/20240905/avtoprom-1970682509.html
Fesco запустит сервис по доставке грузов между Китаем и Новороссийском ,"5.09.2024, 04:15",https://ria.ru/20240905/fesco-1970675846.html
Путин поручил оформить предложения по полувагонам на Дальнем Востоке ,"4.09.2024, 17:02",https://ria.ru/20240904/putin--1970572152.html
Путин рассказал о конкурентном преимуществе Дальнего Востока ,"4.09.2024, 16:55",https://ria.ru/20240904/logistika-1970568662.html
Путин поручил продумать размещение заказов для промышленности в России ,"4.09.2024, 16:37",https://ria.ru/20240904/putin-1970562312.html
"Сервис выдачи сертификата происхождения товаров на ""Моем экспорте"" обновили ","4.09.2024, 14:49",https://ria.ru/20240904/servis-1970521197.html
На ВЭФ обсудили значение биотехнологий в развитии производства в России ,"4.09.2024, 13:29",https://ria.ru/20240904/vef-1970498886.html
В России отключают подписки на облачные сервисы Microsoft ,"4.09.2024, 11:03",https://ria.ru/20240904/rossija-1970452370.html
РЖД запустили удлиненные контейнерные поезда ,"4.09.2024, 05:11",https://ria.ru/20240904/rzhd-1970395151.html
Сбербанк рассказал о самой мощной в своей истории 13-часовой DDoS-атаке ,"3.09.2024, 23:04",https://ria.ru/20240903/sberbank-1970373297.html
Международный форум Kazan Digital Week ожидает 25 тысяч участников ,"3.09.2024, 18:51",https://ria.ru/20240903/forum-1970346220.html
Минтранс держит на контроле вывоз контейнеров с Дальнего Востока ,"3.09.2024, 18:03",https://ria.ru/20240903/mintrans-1970336923.html
"Расширение БРИКС поможет повысить финстабильность, заявил Сторчак ","3.09.2024, 14:49",https://ria.ru/20240903/briks-1970271944.html
Apple перестанет использовать жидкокристаллические дисплеи в iPhone SE ,"3.09.2024, 13:55",https://ria.ru/20240903/apple-1970248964.html
Сбербанк предотвратил хищения на сумму более 200 миллиардов рублей ,"3.09.2024, 13:17",https://ria.ru/20240903/sberbank-1970229882.html
В Сбербанке оценили эффективность антифрод-системы ,"3.09.2024, 11:12",https://ria.ru/20240903/sberbank-1970184281.html
ВТБ запустил обслуживание клиентов на 13 иностранных языках ,"3.09.2024, 09:00",https://ria.ru/20240903/vtb-1970149055.html
РЖД планируют оснастить первый высокоскоростной поезд автопилотом ,"3.09.2024, 03:47",https://ria.ru/20240903/rzhd-1970119374.html
В МИД рассказали о перспективах создания единой валюты БРИКС ,"2.09.2024, 08:53",https://ria.ru/20240902/mid-1969895683.html
Обойти не получится. В России вводят новые ограничения ,"2.09.2024, 08:00",https://ria.ru/20240902/kriptovalyuta-1969566832.html
В правительстве рассказали о реализации проекта ВСМ Москва — Петербург ,"1.09.2024, 17:35",https://ria.ru/20240901/realizatsija-1969835318.html
Россияне стали чаще интересоваться российскими гаджетами ,"1.09.2024, 08:52",https://ria.ru/20240901/rossiya-1969776350.html
Критическую информационную инфраструктуру переведут на отечественные ПАКи ,"1.09.2024, 00:54",https://ria.ru/20240901/infrastruktura-1969755984.html
"Убытки Telegram в 2023 году составили 173 миллиона долларов, пишет FT ","30.08.2024, 10:55",https://ria.ru/20240830/telegram-1969405386.html
"Эксперт назвал запуск беспилотной ""Ласточки"" технологическим прорывом ","29.08.2024, 18:58",https://ria.ru/20240829/ekspert-1969313257.html
"Работы ИИ показали на награждении призеров этапа премии ""Сделано в России"" ","29.08.2024, 14:13",https://ria.ru/20240829/ii-1969226521.html
В России за три года выросло число интернет-магазинов ,"29.08.2024, 04:35",https://ria.ru/20240829/magaziny-1969104430.html
"В ""ГЛОНАСС"" рассказали об экспортном потенциале российских технологий ","29.08.2024, 03:04",https://ria.ru/20240829/drony-1969099469.html
Чернышенко назвал технологическое лидерство национальной целью развития ,"28.08.2024, 11:27",https://ria.ru/20240828/chernyshenko-1968921483.html
Минцифры хочет обязать IT-компании отчислять часть сэкономленных налогов ,"27.08.2024, 16:11",https://ria.ru/20240827/mintsifry-1968783615.html
В Минцифры рассказали о работе по созданию решений для телерадиовещания ,"27.08.2024, 15:59",https://ria.ru/20240827/mintsifry-1968779395.html
Мишустин сообщил о планах нарастить выпуск БПЛА более чем в пять раз ,"27.08.2024, 15:11",https://ria.ru/20240827/mishustin--1968763669.html
"ГК ""Галс-Девелопмент"" внедряет новые технологии в строительстве ","26.08.2024, 19:03",https://realty.ria.ru/20240826/tekhnologii-1968602202.html
"Грузинский банк ""ТБС"" возобновил получение денежных переводов из России ","26.08.2024, 16:22",https://ria.ru/20240826/bank-1968556670.html
"НПЦ БАС ""Самара"" готов открыть двери для резидентов-инноваторов ","24.08.2024, 16:00",https://ria.ru/20240824/innovatsii-1968240851.html
В Госдуму внесут законопроект о сборе с бизнеса за зарубежное ПО ,"23.08.2024, 11:54",https://ria.ru/20240823/tekhnologii-1967990117.html
Россия и Китай будут укреплять сотрудничество в сфере торговли услугами ,"22.08.2024, 11:21",https://ria.ru/20240822/uslugi-1967737578.html
"Сервис ""Qiwi Кошелек"" переедет на новый домен ","21.08.2024, 10:41",https://ria.ru/20240821/qiwi--1967488647.html
Эксперт описал перспективы применения ИИ в логистике ,"21.08.2024, 07:34",https://ria.ru/20240821/logistika-1967462827.html
"Поддержку экспорта для бизнесменов представили на Молодежном форуме ""Амур"" ","19.08.2024, 18:48",https://ria.ru/20240819/eksport-1967161244.html
Патрушев призвал создать тарифную модель использования ледоколов на СМП ,"19.08.2024, 16:52",https://ria.ru/20240819/patrushev-1967131839.html
"""Яндекс Маркет"" вводит сервисный сбор для пользователей ","19.08.2024, 14:41",https://ria.ru/20240819/market-1967082996.html
Unilever отказалась от иска в защиту прав на бренд Domestos ,"19.08.2024, 14:18",https://ria.ru/20240819/isk-1967074140.html
В России разработали банкомат с ИИ для дистанционного обслуживания клиентов ,"19.08.2024, 06:57",https://ria.ru/20240819/bankomat-1966970828.html
Производство компонентов для косметики модернизировали в Смоленской области ,"16.08.2024, 18:49",https://ria.ru/20240816/kosmetika-1966674800.html
Алиханов предложил БРИКС совместно производить газотурбинные установки ,"16.08.2024, 11:08",https://ria.ru/20240816/alihanov-1966545732.html
ФНС тестирует новый интерфейс ЕНС в личном кабинете юрлица ,"16.08.2024, 10:26",https://ria.ru/20240816/fns-1966539531.html
РЭЦ подвел итоги реализации нацпроекта по экспорту в ЦФО ,"14.08.2024, 20:40",https://ria.ru/20240814/rets--1966269344.html
Сервисы Сбербанка работают в штатном режиме ,"14.08.2024, 18:17",https://ria.ru/20240814/sberbank-1966246912.html
Стала известна причина приостановки торгов на Московской бирже ,"14.08.2024, 17:30",https://ria.ru/20240814/torgi-1966234410.html
Две тысячи рабочих мест: во Владимире открылся новый крупный завод  ,"14.08.2024, 12:04",https://ria.ru/20240814/zavod-1966029151.html
"В США рассматривают возможность разделения Google, сообщили СМИ ","14.08.2024, 10:06",https://ria.ru/20240814/minjust-1966092951.html
"Компанию ""МЕДИА1"" продадут группе инвесторов ","13.08.2024, 19:13",https://ria.ru/20240813/media1-1966019276.html
Ритейлеры поддержали предложение ФАС об ограничении цен на ряд моделей ,"13.08.2024, 13:01",https://ria.ru/20240813/fns-1965901078.html
"В ОПК работают 3,8 миллиона человек, заявил глава Минпромторга ","12.08.2024, 14:47",https://ria.ru/20240812/opk-1965719802.html
Российские аэропорты планируют полностью перевести на отечественное ПО ,"9.08.2024, 23:08",https://ria.ru/20240809/aeroporty-1965311138.html
РЭЦ начнет прием заявок на господдержку обслуживания товаров экспортеров ,"9.08.2024, 20:44",https://ria.ru/20240809/rets-1965294864.html
Путин подписал закон об оптимизации процедуры госзакупок ,"8.08.2024, 22:58",https://ria.ru/20240808/putin-1965065046.html
Путин подписал закон о цифровых сервисах при оказании господдержки фермерам ,"8.08.2024, 22:16",https://ria.ru/20240808/putin-1965059110.html
"РЭЦ: ""Сделано в России"" — знак качества для потребителей за рубежом ","6.08.2024, 14:08",https://ria.ru/20240806/rets-1964406141.html
Правительство проработает господдержку обновления ж/д ,"6.08.2024, 13:23",https://ria.ru/20240806/putin-1964391302.html
Путин поручил рассмотреть вопрос льготных кредитов для операторов связи ,"6.08.2024, 11:58",https://ria.ru/20240806/putin-1964362007.html
Савельев будет курировать создание беспилотных авиасистем ,"6.08.2024, 10:50",https://ria.ru/20240806/savelev-1964342779.html
Мантуров будет курировать достижение целей технологического лидерства ,"6.08.2024, 10:26",https://ria.ru/20240806/manturov-1964336818.html
"РЭЦ: аналитика платформы ""Мой экспорт"" помогает в принятии бизнес-решений ","5.08.2024, 11:34",https://ria.ru/20240805/rets-1964108749.html
Путин отметил важную роль железных дорог в развитии России ,"4.08.2024, 00:12",https://ria.ru/20240804/transport-1963922379.html
Путин заявил о задачах в развитии железнодорожной инфраструктуры ,"4.08.2024, 00:09",https://ria.ru/20240804/rossiya-1963922211.html
Путин призвал форсированно наращивать железнодорожную инфраструктуру ,"4.08.2024, 00:07",https://ria.ru/20240804/infrastruktura-1963922074.html
"Индекс промпроизводства за полгода составил в Рязанской области 112,2% ","2.08.2024, 22:30",https://ria.ru/20240802/promproizvodstvo-1963791871.html
Совфед обязал майнеров соблюдать антиотмывочное законодательство ,"2.08.2024, 20:45",https://ria.ru/20240802/sovfed-1963777334.html
"Сбербанк уверен, что договорится с ЦБ о создании единого платежного QR-кода ","2.08.2024, 19:16",https://ria.ru/20240802/sberbank-1963760125.html
РЭЦ проведет вебинар о сокращении расходов на сертификацию промпродукции ,"2.08.2024, 11:48",https://ria.ru/20240802/vebinar-1963635840.html
"Анализ показал, как Россия сможет торговать в криптовалютах ","2.08.2024, 06:05",https://ria.ru/20240802/kriptovalyuta-1963587766.html
"Минцифры будет отвечать за развитие направления ""Искусственный интеллект"" ","2.08.2024, 00:59",https://ria.ru/20240802/mintsifra-1963571391.html
"SWIFT и доллар себя дискредитировали, заявила Матвиенко ","1.08.2024, 11:36",https://ria.ru/20240801/dollar-1963386190.html
Таджикистан планирует наладить собственное производство электромобилей ,"1.08.2024, 10:57",https://ria.ru/20240801/tadzhikistan-1963374743.html
"Под Новосибирском ввели в строй вторую очередь ТЛЦ ""Сибирский"" ","1.08.2024, 07:18",https://ria.ru/20240801/tlts-1963345122.html
KMZ завершил испытания гусеничных модулей для геологоразведки ,"1.08.2024, 03:19",https://ria.ru/20240801/kmz-1963334256.html
Росконгресс оценил расходы на информбезопасность в 2024 году ,"31.07.2024, 01:58",https://ria.ru/20240731/roskongress-1963055837.html
"Песков рассказал о роли ""Ростеха"" в оборонной промышленности ","30.07.2024, 13:07",https://ria.ru/20240730/rostekh-1962904785.html
Глава Росстандарта рассказал о темпах обновления ГОСТов в ОПК ,"30.07.2024, 10:33",https://ria.ru/20240730/tempy-1962863749.html
Россия строится на руинах Британии ,"30.07.2024, 08:00",https://ria.ru/20240730/velikobritaniya-1962801162.html
ЦБ рассказал о финансовых пирамидах в России ,"29.07.2024, 16:43",https://ria.ru/20240729/ekonomika-1962737102.html
ОК и Банк России расскажут о финансовой грамотности и кулинарии ,"29.07.2024, 12:20",https://ria.ru/20240729/finansovaya_gramotnost-1962649870.html
В Москве начался первый в России конкурс инновационных решений для авиации ,"29.07.2024, 11:54",https://ria.ru/20240729/moskva-1962638011.html
"Эксперт рассказал, к чему привели первые санкции США против нефти России ","27.07.2024, 07:14",https://ria.ru/20240727/sanktsii-1962323017.html
В России создадут центр компетенций по разработке новых материалов ,"26.07.2024, 11:00",https://ria.ru/20240726/mishustin-1962103107.html
Доходы разработчиков игр от рекламы в ОК выросли на 62% ,"26.07.2024, 10:49",https://ria.ru/20240726/dokhody-1962099073.html
"""Русал"" создал сплав для высокоскоростных поездов ","25.07.2024, 17:57",https://ria.ru/20240725/rusal-1962010077.html
Видеоролики о российских продуктах в ОАЭ собрали более 280 тысяч просмотров ,"25.07.2024, 17:45",https://ria.ru/20240725/videoroliki-1962007633.html
РЭЦ: более 90% предпринимателей заинтересованы в продажах на маркетплейсах ,"24.07.2024, 18:23",https://ria.ru/20240724/prodazhi-1961784758.html
Эксперт рассказала о новых способах защиты клиентов банков от мошенников ,"24.07.2024, 17:39",https://ria.ru/20240724/ekspert-1961770757.html
Альфа-банк восстановил работу сервисов ,"24.07.2024, 13:51",https://ria.ru/20240724/alfa-bank-1961703323.html
Мишустин призвал применять российские разработки в работе компаний ,"24.07.2024, 09:07",https://ria.ru/20240724/mishustin-1961621262.html
Мишустин рассказал о создании реестра компаний в области промдизайна ,"24.07.2024, 08:52",https://ria.ru/20240724/mishustin-1961618664.html
Россия запретила въезд 13 гражданам Японии в ответ на санкции ,"23.07.2024, 19:25",https://ria.ru/20240723/sanktsii-1961558872.html
Эксперт прокомментировал усиление кибератак на российские банки ,"23.07.2024, 17:26",https://ria.ru/20240723/ekspert-1961527028.html
Патрушев обсудил с врио губернатора Тульской области развитие АПК ,"23.07.2024, 16:42",https://ria.ru/20240723/patrushev-1961516520.html
Россия и Китай могут создать танкерный флот для работы на Севморпути ,"23.07.2024, 16:14",https://ria.ru/20240723/rossija-1961508939.html
Конференция инфраструктуры поддержки экспорта стартовала в Самаре ,"23.07.2024, 15:36",https://ria.ru/20240723/konferentsiya-1961496474.html
"В МТС оценили, готово ли общество к появлению человекоподобных роботов ","23.07.2024, 14:54",https://ria.ru/20240723/mts-1961479704.html
Мишустин подчеркнул важность импортозамещения в сфере станкостроения ,"23.07.2024, 08:45",https://ria.ru/20240723/mishustin-1961369570.html
"Цифровой рубль станет массовым явлением в 2026 году, заявил Аксаков ","22.07.2024, 18:38",https://ria.ru/20240722/aksakov-1961305972.html
Магистрантка ТГУ выиграла грант на создание умного курятника ,"22.07.2024, 07:28",https://ria.ru/20240722/kuryatnik-1961124189.html
Эксперт оценил перспективы применения цифрового рубля в бюджетной сфере ,"22.07.2024, 04:51",https://ria.ru/20240722/rubl-1961116838.html
"В ЦБ рассказали, сколько времени займут операции с цифровым рублем ","19.07.2024, 17:30",https://ria.ru/20240719/tsifrovoy-rubl-1960798288.html
Более 150 компаний наладили контакты на Российско-китайском деловом дне ,"19.07.2024, 16:24",https://ria.ru/20240719/kontakty-1960774115.html
"РЭЦ и китайская ""Хуамин"" заключили меморандум о сотрудничестве ","19.07.2024, 14:19",https://ria.ru/20240719/memorandum-1960725307.html
Эксперт оценил возможный ущерб для компаний из-за IT-сбоя ,"19.07.2024, 13:53",https://ria.ru/20240719/ekspert-1960716929.html
"Российский транспорт ""проехал"" мировой IT-сбой без остановок ","19.07.2024, 13:00",https://ria.ru/20240719/sboy-1960694737.html
Т-Банк сообщил о проблемах в работе мобильного приложения ,"19.07.2024, 12:48",https://ria.ru/20240719/t-bank-1960690986.html
Глобальный IT-сбой не повлиял на работу ВТБ ,"19.07.2024, 12:26",https://ria.ru/20240719/vtb-1960683182.html
Сбой Microsoft не повлиял на российские энергосистемы ,"19.07.2024, 11:55",https://ria.ru/20240719/sboj-1960672106.html
Эксперты оценили последствия глобального сбоя Microsoft для России ,"19.07.2024, 11:46",https://ria.ru/20240719/sboy-1960667680.html
Минцифры прокомментировало ситуацию со сбоем у Microsoft ,"19.07.2024, 11:40",https://ria.ru/20240719/sboy-1960665543.html
"Сбой Windows не затронул работу российских АЭС, сообщил оператор ","19.07.2024, 11:31",https://ria.ru/20240719/rosenergoatom-1960662295.html
Туалетная бумага с отечественной смываемой втулкой появится в магазинах ,"19.07.2024, 10:45",https://ria.ru/20240719/bumaga-1960647745.html
"РЭЦ поддерживает воронежскую компанию ""Арредо"" в увеличении экспорта ","18.07.2024, 15:12",https://ria.ru/20240718/podderzhka-1960492371.html
Шувалов рассказал о мечте увидеть мост между материком и Сахалином ,"18.07.2024, 11:01",https://ria.ru/20240718/shuvalov-1960423494.html
На Сахалине успешно протестировали систему отслеживания дронов ,"17.07.2024, 21:30",https://ria.ru/20240717/sahalin-1960363371.html
Путин назвал цифровые валюты динамичным и перспективным направлением ,"17.07.2024, 15:51",https://ria.ru/20240717/putin-1960271719.html
Росфинмониторинг назвал расчеты в криптовалюте весьма рискованными ,"17.07.2024, 14:43",https://ria.ru/20240717/kriptovalyuta-1960250948.html
Карты UnionPay Газпромбанка работают за рубежом без перебоев ,"17.07.2024, 14:32",https://ria.ru/20240717/karta-1960247105.html
Путин высоко оценил работу платформы цифрового рубля ,"17.07.2024, 13:52",https://ria.ru/20240717/putin-1960233876.html
Путин на совещании предложил обсудить использование цифровых валют ,"17.07.2024, 13:47",https://ria.ru/20240717/putin-1960232706.html
"Дунаевский сменил Савиновского на посту гендиректора ""Кинопоиска"" ","17.07.2024, 11:36",https://ria.ru/20240717/kinopoisk-1960197514.html
В России появился первый органический сидр ,"17.07.2024, 06:24",https://ria.ru/20240717/sidr-1960158595.html
"Платформа ""Кифа"" рассматривает одно или два корпоративных приобретения ","16.07.2024, 18:56",https://ria.ru/20240716/priobreteniya-1960101356.html
Экономист назвал неожиданный инструмент для рывка экономики ,"16.07.2024, 02:17",https://ria.ru/20240716/instrument-1959906115.html
"Волож возглавит Yandex N.V. после продажи ""Яндекса"", пишут СМИ ","15.07.2024, 20:15",https://ria.ru/20240715/volozh-1959874787.html
Путин сообщил о росте инвестиций в новые проекты в металлургической отрасли ,"15.07.2024, 14:44",https://ria.ru/20240715/putin-1959773777.html
"Металлургическая отрасли становится более высокотехнологичной, заявил Путин ","15.07.2024, 14:43",https://ria.ru/20240715/putin-1959773477.html
Эксперт спрогнозировал рост дефицита центров обработки данных из-за ИИ ,"15.07.2024, 07:37",https://ria.ru/20240715/obrabotka_dannykh-1959684508.html
Выпуск комплектующих для автотранспорта в Костромской области вырос  ,"14.07.2024, 15:39",https://ria.ru/20240714/komplektuyuschie-1959589527.html
"YouTube сам избрал свой путь на российском рынке, заявил Песков ","12.07.2024, 13:04",https://ria.ru/20240712/youtube-1959216065.html
"СМИ: в Центробанке раскрыли, что может стать причиной блокировки перевода ","12.07.2024, 09:06",https://ria.ru/20240712/rossiya-1959141202.html
РЭЦ начнет прием заявок на компенсацию затрат на участие в выставках ,"11.07.2024, 15:56",https://ria.ru/20240711/kompensatsii-1959016680.html
В ВТБ назвали одну из перспектив цифрового рубля ,"11.07.2024, 01:45",https://ria.ru/20240711/vtb-1958869084.html
"""Росатом"": кооперация на IT-платформах поможет компаниям обойти конкурентов ","10.07.2024, 19:49",https://ria.ru/20240710/rosatom-1958826306.html
"""ЛК"" и Gravity Group разработают приложения для KasperskyOS ","10.07.2024, 18:18",https://ria.ru/20240710/laboratorija-1958816308.html
Оборудование для маркировки напитков начнут поставлять в Узбекистан ,"10.07.2024, 14:27",https://ria.ru/20240710/oborudovanie-1958742315.html
На Кубани появятся промпарки в сфере сельхозмашиностроения и вагоностроения ,"9.07.2024, 23:53",https://ria.ru/20240709/promparki--1958643075.html
Россия и Индия будут работать над запуском транспортных коридоров ,"9.07.2024, 18:48",https://ria.ru/20240709/zayavlenie-1958595533.html
Индия призвала российские компании запускать производства в стране ,"9.07.2024, 18:12",https://ria.ru/20240709/zayavlenie-1958584318.html
Россия и Индия намерены стимулировать реализацию экономических проектов ,"9.07.2024, 18:01",https://ria.ru/20240709/zayavlenie-1958580525.html
Мишустин пообещал пересмотреть поддержку проектов по обновлению транспорта ,"9.07.2024, 14:29",https://ria.ru/20240709/mishustin-1958500620.html
Мишустин рассказал о механизме финансирования промпроектов ЕАЭС ,"9.07.2024, 14:05",https://ria.ru/20240709/mishustin-1958490803.html
Южная Корея и ЮАР заинтересовались российским оборудованием для маркировки ,"9.07.2024, 02:22",https://ria.ru/20240709/koreja-1958395203.html
"""Сколково"" поддерживает стартапы для крупных промпредприятий ","8.07.2024, 22:36",https://ria.ru/20240708/skolkovo-1958376797.html
Старовойт назвал строительство ВСМ новой эрой развития России ,"8.07.2024, 19:40",https://ria.ru/20240708/starovojt-1958346815.html
"Пятнадцать компаний из Югры представлены на ""Иннопроме"" ","8.07.2024, 16:16",https://ria.ru/20240708/jugra-1958271827.html
РЭЦ и ФЦПР ИИ объединились для продвижения отечественного ИТ-экспорта ,"8.07.2024, 15:44",https://ria.ru/20240708/prodvizhenie-1958263676.html
"Импортозамещение техрешений в закупочных процессах обсудили на ""Иннопроме"" ","8.07.2024, 15:28",https://ria.ru/20240708/importozameschenie-1958253993.html
Первый поезд для ВСМ между Москвой и Петербургом произведут в 2027 году ,"8.07.2024, 10:31",https://ria.ru/20240708/vsm-1958158578.html
В Екатеринбурге показали макет головного вагона высокоскоростного поезда ,"8.07.2024, 08:33",https://ria.ru/20240708/ekaterinburg-1958130146.html
"На Кубани почти 4,5 тысячи сотрудников освоили бережливое производство ","6.07.2024, 02:01",https://ria.ru/20240706/kuban-1957807338.html
"""Форум будущего БРИКС. Облачные города"" пройдет 18-19 сентября в Москве ","5.07.2024, 20:14",https://ria.ru/20240705/forum-1957769366.html
Лимаренко презентовал успешные практики Сахалина в сфере управления ,"5.07.2024, 05:36",https://ria.ru/20240705/mediasammit-1957541798.html
ГТЛК тестирует демоверсию маркетплейса дронов ,"5.07.2024, 04:36",https://ria.ru/20240705/drony-1957538222.html
В Минпромторге заявили о необходимости новой индустриализации ,"4.07.2024, 07:33",https://ria.ru/20240704/industrializatsiya-1957255995.html
В Минпромторге рассказали о новом механизме стимулирования роботизации ,"4.07.2024, 06:08",https://ria.ru/20240704/robospik-1957252364.html
Цифровизация укрепит российско-китайскую торговлю и поможет обойти санкции ,"3.07.2024, 19:07",https://ria.ru/20240703/rets-1957203457.html
Липецкие компании экспортировали на $300 млн при поддержке РЭЦ в 2024 году ,"3.07.2024, 16:40",https://ria.ru/20240703/eksportirt-1957161533.html
Глава Института развития интернета  прокомментировал введение санкций ЕС ,"30.06.2024, 10:02",https://ria.ru/20240630/sanktsii-1956415256.html
Гонконг нарастил закупки российских алмазов почти в 20 раз ,"30.06.2024, 09:10",https://ria.ru/20240630/almazy-1956408931.html
Мишустин отметил устойчивый рост судостроительной отрасли ,"29.06.2024, 08:36",https://ria.ru/20240629/mishustin-1956267813.html
"""Гжель"" к 2026 году выпустит до 140 тысяч изделий для экспорта в Китай ","28.06.2024, 12:21",https://ria.ru/20240628/eksport-1956063308.html
Эксперты: рост объемов ЦФА повышает защищенность всего финансового рынка ,"28.06.2024, 09:54",https://ria.ru/20240628/ekonomika-1956027618.html
ЦБ назвал задачи российского финансового рынка ,"26.06.2024, 16:09",https://ria.ru/20240626/tsb-1955624669.html
В Кузбассе разработали новую технологию производства растительных масел ,"26.06.2024, 13:24",https://ria.ru/20240626/maslo-1955569203.html
Сахалин принимает V Дальневосточный форум экологичного транспорта ,"26.06.2024, 07:01",https://ria.ru/20240626/forum-1955484813.html
Эксперт оценил влияние санкций ЕС на работу СПФС ,"25.06.2024, 12:12",https://ria.ru/20240625/ekspert-1955286326.html
"Сайт Мосбиржи атаковали украинские хакеры, сообщил источник ","24.06.2024, 17:39",https://ria.ru/20240624/khakery-1955125951.html
Иран анонсировал запуск офшорного риала ,"23.06.2024, 12:16",https://ria.ru/20240623/iran-1954835069.html
Путин подписал закон о господдержке производителей беспилотников ,"22.06.2024, 16:51",https://ria.ru/20240622/gospodderzhka-1954748649.html
Путин подписал закон о стимулировании развития инжиниринговых услуг ,"22.06.2024, 15:01",https://ria.ru/20240622/putin-1954729702.html
"В ""Лаборатории Касперского"" отреагировали на внесение в список санкций США ","21.06.2024, 23:09",https://ria.ru/20240621/sanktsii-1954642359.html
США ввели санкции против 12 россиян ,"21.06.2024, 17:14",https://ria.ru/20240621/sanktsii-1954578363.html
Эксперты оценили требования к российским мобильным ОС ,"21.06.2024, 17:03",https://ria.ru/20240621/operatory-1954574592.html
Набиуллина рассказала о новых схемах мошенников ,"21.06.2024, 15:25",https://ria.ru/20240621/nabiullina-1954541673.html
В России запустили конкурс лучших практик стран БРИКС ,"21.06.2024, 15:22",https://ria.ru/20240621/konkurs-1954540165.html
"В Кремле прокомментировали санкции США против ""Лаборатории Касперского"" ","21.06.2024, 14:02",https://ria.ru/20240621/peskov-1954513758.html
Китай назвал торговое сотрудничество с Россией законным правом ,"21.06.2024, 11:02",https://ria.ru/20240621/kitay-1954453854.html
