header,date,link,brief,tags
Премьер Словакии обвинил ЕС в экономическом самоубийстве ,11:48 07.05.2025,https://ria.ru/20250507/slovakiya-2015491515.html,Премьер Словакии Фицо назвал отказ ЕС от российских энергоресурсов самоубийством,"Экономика,Россия,Словакия,Москва,Роберт Фицо,В мире"
Казахстан хочет стать логистическим хабом ЕАЭС ,10:43 07.05.2025,https://ria.ru/20250507/kazahstan-2015473218.html,Минторговли Казахстана: Астана хочет стать центром развития кооперации ЕАЭС,"Экономика,Казахстан,Россия,Алексей Оверчук,Евразийский экономический союз,В мире"
Цена нефти марки Brent поднялась выше 63 долларов за баррель ,10:41 07.05.2025,https://ria.ru/20250507/neft-2015472559.html,Цена нефти марки Brent поднялась выше 63 долларов за баррель впервые с 30 апреля,"Экономика,Цены на нефть,Brent"
Минторговли Казахстана рассказало об устранении барьеров в ЕАЭС ,10:35 07.05.2025,https://ria.ru/20250507/kazakhstan-2015470506.html,Минторговли Казахстана: за 10 лет из 70 доказанных барьеров ЕАЭС устранили 69,"Экономика,Россия,Казахстан,Алексей Оверчук,Евразийский экономический союз,Евразийская экономическая комиссия,В мире"
Участие в ЕАЭС улучшило макроэкономические показатели Казахстана ,10:32 07.05.2025,https://ria.ru/20250507/eaes-2015469730.html,Минторг Казахстана: участие в ЕАЭС улучшило макроэкономические показатели страны,"Экономика,Казахстан,Россия,США,Алексей Оверчук,Евразийский экономический союз"
В Казахстане оценили результаты ЕАЭС за десять лет работы ,10:27 07.05.2025,https://ria.ru/20250507/kazahstan-2015468826.html,Минторговли Казахстана: ЕАЭС -  одно из самых устойчивых объединений Евразии,"Экономика,Казахстан,Евразия,Россия,Алексей Оверчук,Евразийский экономический союз,В мире"
Госдума изучит практику применения законов по защите прав клиентов банков ,09:30 07.05.2025,https://ria.ru/20250507/gosduma-2015454347.html,Володин: банки не могут ухудшать договорные условия в одностороннем порядке,"Экономика,Россия,Вячеслав Володин,Госдума РФ"
Kia Rio и Hyundai Solaris подешевели сильнее других автомобилей с пробегом ,08:18 07.05.2025,https://ria.ru/20250507/avtomobili-2015443352.html,Kia Rio и Hyundai Solaris с пробегом подешевели на 11 процентов в апреле,"Экономика,Авто,Андрей Ковалев,Ford Motor,Авито,Kia Rio,Hyundai Creta,Lada Vesta"
ВТБ: выдачи ипотеки и автокредитов в России в апреле выросли на 11% ,08:00 07.05.2025,https://realty.ria.ru/20250507/vtb-2015366858.html,ВТБ: выдачи ипотеки и автокредитов в России в апреле за месяц выросли на 11%,"Экономика,Россия,Ипотека"
В Казахстане назвали основные достижения ЕАЭС за десять лет ,05:29 07.05.2025,https://ria.ru/20250507/kazakhstan-2015433666.html,Казахстан назвал создание общего рынка товаров основным достижением ЕАЭС,"Экономика,Казахстан,Россия,Алексей Оверчук,Евразийский экономический союз"
В ассоциации производителей косметики оценили введение маркировки товаров ,02:45 07.05.2025,https://ria.ru/20250507/kosmetika-2015424700.html,Директор Самойлов: косметика из России займет ниши иностранных производителей,"Экономика,Россия,Венгрия,Словакия,Министерство промышленности и торговли РФ (Минпромторг России),Госдума РФ"
Российский посол назвал причины сокращения торговли с Турцией ,23:27 06.05.2025,https://ria.ru/20250506/torgovlya-2015409289.html,Посол Ерхов: незаконные санкции Запада сокращают объем торговли России и Турции,"Экономика,Цены на нефть,Турция,Россия,Алексей Ерхов"
Минфин не планирует специальных мер для повышения доходов бюджета ,19:27 06.05.2025,https://ria.ru/20250506/minfin-2015375610.html,Силуанов: Минфин не планирует спецмер для повышения доходов бюджета в 2025 году,"Экономика,Цены на нефть,Россия,Антон Силуанов,Министерство финансов РФ (Минфин России)"
Силуанов сообщил о снижении нефтегазовых доходов бюджета ,19:06 06.05.2025,https://ria.ru/20250506/dokhody-2015372210.html,"Силуанов: нефтегазовые доходы бюджета в 2025 году снизились на 2,6 трлн рублей","Экономика,Цены на нефть,Россия,Антон Силуанов,Министерство финансов РФ (Минфин России)"
Минфин потратит 447 миллиардов рублей из ФНБ для покрытия дефицита бюджета ,19:06 06.05.2025,https://ria.ru/20250506/minfin-2015372035.html,Силуанов: Минфин потратит 447 млрд рублей из ФНБ для покрытия дефицита бюджета,"Экономика,Цены на нефть,Россия,Антон Силуанов"
Минфин не видит смысла менять нормативы по продаже валютной выручки ,19:03 06.05.2025,https://ria.ru/20250506/minfin-2015371819.html,Силуанов: Минфин не видит смысла менять нормативы по продаже валютной выручки,"Экономика,Россия,Антон Силуанов,Дмитрий Песков"
Субсидирование льготной ипотеки из бюджета России достигнет 2 трлн рублей ,19:01 06.05.2025,https://realty.ria.ru/20250506/siluanov-2015371341.html,Силуанов: субсидирование льготной ипотеки из бюджета РФ достигнет 2 трлн рублей,"Антон Силуанов,Россия,Экономика,Ипотека,Министерство финансов РФ (Минфин России)"
Еврокомиссар: ЕК не откажется от топлива из России даже в случае мира ,18:36 06.05.2025,https://ria.ru/20250506/evropa-2015367130.html,Йоргенсен: ЕК не откажется от энергоносителей РФ даже в случае мира на Украине,"Экономика,Россия,Украина,Италия,Марио Драги,Еврокомиссия,Европейский центральный банк,Евросоюз"
"РЭЦ принял участие в заседании оргкомитета конкурса ""На крыльях"" ",18:32 06.05.2025,https://ria.ru/20250506/rets-2015366044.html,РЭЦ принял участие в заседании оргкомитета конкурса дизайна адаптивной одежды,"Экономика,Одежда,Российский экспортный центр (РЭЦ)"
СМИ: ЕС может ввести пошлины на товары США ,17:55 06.05.2025,https://ria.ru/20250506/es-2015337267.html,Bloomberg: ЕС может ввести пошлины на товары США в случае провала переговоров,"Экономика,США,Китай,Дональд Трамп,Евросоюз,Введение Трампом пошлин на импорт"
"Путин и Си Цзиньпин могут обсудить ""Силу Сибири — 2"", заявил Ушаков ",16:10 06.05.2025,https://ria.ru/20250506/ushakov-2015308828.html,"Ушаков не исключил, что Путин и Си Цзиньпин обсудят в Москве ""Силу Сибири — 2""","Россия,Китай,Москва,Юрий Ушаков,Владимир Путин,Си Цзиньпин,Сила Сибири — 2,Экономика"
Участники экспозиции Made in Russia провели 429 встреч на Иннопроме  ,15:41 06.05.2025,https://ria.ru/20250506/innoprom-2015302294.html,Более 400 переговоров провели участники экспозиции Made in Russia на Иннопроме,"Экономика,Узбекистан,Россия,Ташкент,Экспорт"
В России завершили оценку техсостояния танкеров вместимостью до 5000 тонн ,14:40 06.05.2025,https://ria.ru/20250506/tankery-2015285681.html,Старовойт: техсостояния танкеров под флагом РФ вместимостью до 5000 т завершена,"Экономика,Россия,Черное море,Роман Старовойт,Владимир Путин,Виталий Савельев,Федеральная служба по надзору в сфере транспорта (Ространснадзор)"
Старовойт рассказал о проверке танкеров вместимостью более 5000 тонн ,14:35 06.05.2025,https://ria.ru/20250506/starovoyt-2015283947.html,Старовойт: проверки танкеров вместимостью более 5000 тонн завершат до августа,"Экономика,Россия,Черное море,Роман Старовойт,Федеральная служба по надзору в сфере транспорта (Ространснадзор),Владимир Путин,Виталий Савельев"
Мишустин отметил важность удобных аэропортов в развитии регионов ,14:31 06.05.2025,https://ria.ru/20250506/mishustin-2015282762.html,Мишустин отметил важность удобных аэропортов для развития российских регионов,"Экономика,Россия,Минеральные Воды,Кемерово,Михаил Мишустин"
Путин высказался о возвращении зарубежных компаний ,14:25 06.05.2025,https://ria.ru/20250506/putin-2015280746.html,Путин призвал к балансу между конкуренцией и защитой национальных производителей,"Россия,Экономика,Владимир Путин,Алексей Репик,Деловая Россия"
Кремль: указ о продаже валютной выручки опубликуют после подписания ,13:53 06.05.2025,https://ria.ru/20250506/vyruchka-2015273623.html,Песков: указ о продаже валютной выручки опубликуют после подписания,"Экономика,Россия,Дмитрий Песков,Владимир Путин"
Росавиация рассчитывает привлечь средства на реконструкцию 28 аэродромов ,13:35 06.05.2025,https://ria.ru/20250506/rosaviatsija-2015269852.html,Росавиация рассчитывает привлечь 124 млрд рублей на реконструкцию 28 аэродромов,"Экономика,Россия,Виталий Савельев,Владимир Путин,Федеральное агентство воздушного транспорта (Росавиация),Министерство экономического развития РФ (Минэкономразвития России)"
Песков рассказал о влиянии цен на нефть на мировую экономику  ,13:21 06.05.2025,https://ria.ru/20250506/kreml-2015266344.html,Песков: высокие или низкие цены на нефть плохо сказываются на мировой экономике,"Экономика,Россия,Дмитрий Песков,ОПЕК,Цены на нефть"
"Национальные интересы России превыше цен на нефть, заявил Кремль ",13:13 06.05.2025,https://ria.ru/20250506/peskov-2015264778.html,Песков: национальные интересы России превыше цен на нефть,"Экономика,Цены на нефть,Россия,Дмитрий Песков"
В Новосибирске пройдет всероссийский приборостроительный форум ,12:44 06.05.2025,https://ria.ru/20250506/novosibirsk-2015248008.html,"В Новосибирске пройдет первый российский приборостроительный форум ""Прибориум""","Экономика,Технологии,Новосибирская область,Россия,Вадим Васильев,Российская академия наук"
Школа экспорта РЭЦ разработала пособие о ведении бизнеса в Узбекистане ,12:36 06.05.2025,https://ria.ru/20250506/posobie-2015249942.html,Школа экспорта РЭЦ разработала учебное пособие о ведении бизнеса в Узбекистане,"Россия,Узбекистан,Российский экспортный центр (РЭЦ),Экономика"
"Европейцы могут не клюнуть на отказ от российского топлива, пишет Politico ",11:26 06.05.2025,https://ria.ru/20250506/kompanii-2015228110.html,Politico: европейский бизнес может не поддержать план отказа от российского газа,"Экономика,Россия,Страсбург,Европа,Марио Драги,Еврокомиссия,Евросоюз,Politico"
"Вологодский губернатор обратился к руководству ""Северстали"" ",10:55 06.05.2025,https://ria.ru/20250506/gubernator-2015222416.html,"Вологодский губернатор Филимонов предложил ""Северстали"" зарыть топор войны","Экономика,Вологодская область,Череповец,Георгий Филимонов,РБК (медиагруппа),Россия,Общество"
Генсек ШОС оценил перспективы упрощения таможенных процедур ,09:51 06.05.2025,https://ria.ru/20250506/gensek-2015208870.html,Генсек ШОС Ермекбаев: для организации выгодно упрощение таможенных процедур,"Экономика,Китай,Нурлан Ермекбаев,ШОС"
ВТБ сообщил о росте активности иностранного бизнеса в России ,08:56 06.05.2025,https://ria.ru/20250506/rossija-2015201782.html,ВТБ: активность иностранного бизнеса в России превысила досанкционный уровень,"Экономика,Китай,Белоруссия,Россия,Федеральная служба по интеллектуальной собственности (Роспатент)"
В России появились первые органические лимоны ,07:04 06.05.2025,https://ria.ru/20250506/limony-2015193624.html,Роскачество: в России появились первые органические лимоны из ЮАР,"Экономика,ЮАР,Тунис (страна),Кения,Роскачество,Азбука вкуса,Министерство сельского хозяйства РФ (Минсельхоз России),Россия"
Минимум две автоновинки из Китая планируют выйти на российский рынок ,04:02 06.05.2025,https://ria.ru/20250506/avto-2015184126.html,Китайские автомобильные бренды Lepas и Icar планируют выйти на российский рынок,"Экономика,Авто,Шанхай,Россия,Николай Иванов,Рольф,Китай"
Названы самые популярные у россиян электромобили ,03:08 06.05.2025,https://ria.ru/20250506/elektromobili-2015181392.html,Автодом: объем кредитов на покупку электромобилей за год вырос в 11 раз,"Экономика,Россия,Tesla motors,Volkswagen Group,Volkswagen Touareg,Audi A8"
"В ""Росконгрессе"" рассказали о последствиях введения пошлин Трампа ",02:26 06.05.2025,https://ria.ru/20250506/poshliny-2015179534.html,"Росконгресс: пошлины Трампа обрушили мировые рынки сильнее, чем кризис 2008 года","Экономика,США,Россия,Дональд Трамп,Lehman Brothers,Московская биржа,Введение Трампом пошлин на импорт"
Банки снижают ставки по вкладам после заседания ЦБ ,18:03 05.05.2025,https://ria.ru/20250505/banki-2015133117.html,Финуслуги: крупнейшие банки начали снижать ставки по вкладам после заседания ЦБ,"Экономика,Центральный Банк РФ (ЦБ РФ),Россия,Вклады"
"Структуры ""Росатома"" подали многомиллиардный иск к финским компаниям ",16:50 05.05.2025,https://ria.ru/20250505/rosatom-2015106084.html,Структуры Росатома требуют в суде 228 млрд руб с финских Fortum и Outokumpu,"Государственная корпорация по атомной энергии ""Росатом"",Россия,Финляндия,Энергетика,Экономика"
Кубинский президент оценил потенциал для сотрудничества с Россией ,15:35 05.05.2025,https://ria.ru/20250505/kuba-2015081460.html,Президент Бермудес заявил об огромном потенциале для сотрудничества РФ и Кубы,"Куба,Санкт-Петербург,Россия,Мигель Диас-Канель Бермудес,Александр Беглов,Экономика"
В России снизились продажи импортных автомобилей ,14:44 05.05.2025,https://ria.ru/20250505/avto-2015069048.html,Минпромторг: продажи новых импортных автомобилей в апреле снизились на 40%,"Экономика,Авто,Россия,Министерство промышленности и торговли РФ (Минпромторг России)"
Собянин рассказал о новой индустриализации Москвы ,14:44 05.05.2025,https://ria.ru/20250505/sobjanin-2015068879.html,Собянин: Москва в последние годы проживает процесс новой индустриализации,"Экономика,Москва,Россия,Сергей Собянин,Владимир Путин"
В России упали продажи новых легковых автомобилей ,14:39 05.05.2025,https://ria.ru/20250505/avto-2015067815.html,Минпромторг: продажи новых легковых авто в РФ в январе-апреле снизились на 26%,"Экономика,Авто,Россия,Министерство промышленности и торговли РФ (Минпромторг России)"
"Москва входит в тройку городских экономик мира, заявил Собянин ",14:25 05.05.2025,https://ria.ru/20250505/moskva-2015061520.html,Собянин: Москва входит в тройку городских экономик мира по ППС,"Москва,Россия,Нью-Йорк (город),Сергей Собянин,Владимир Путин,Экономика"
"Москва имеет хороший потенциал, заявил Путин ",14:14 05.05.2025,https://ria.ru/20250505/putin-2015055930.html,Путин: Москва имеет хороший потенциал для сохранения позиций в топе городов мира,"Экономика,Москва,Россия,Китай,Владимир Путин,Сергей Собянин"
Собянин рассказал о показателях экономики Москвы ,13:44 05.05.2025,https://ria.ru/20250505/moskva-2015047688.html,"Собянин: несмотря на трудности, экономика Москвы приросла за год на 5,5%","Москва,Экономика,Россия,Сергей Собянин,Владимир Путин"
Путин оценил долю Москвы в российской экономике ,13:44 05.05.2025,https://ria.ru/20250505/moskva-2015047502.html,Путин назвал долю Москвы в российской экономике существенной,"Москва,Владимир Путин,Сергей Собянин,Россия,Экономика"
"Москва имеет хорошие показатели по всем направлениям, заявил Путин ",13:43 05.05.2025,https://ria.ru/20250505/putin-2015047224.html,"Путин: Москва имеет хорошие показатели по всем направлениям, включая инвестиции","Москва,Владимир Путин,Сергей Собянин,Россия,Экономика"
Индекс Мосбиржи упал ниже 2800 пунктов ,13:13 05.05.2025,https://ria.ru/20250505/birzha-2015036145.html,Индекс Мосбиржи в начале торгов опустился ниже 2800 пунктов впервые с 16 апреля,"Экономика,Московская биржа,Россия"
Песков назвал Москву крупнейшим с точки зрения успехов регионом ,13:11 05.05.2025,https://ria.ru/20250505/moskva-2015035268.html,В Кремле назвали Москву крупнейшим с точки зрения экономики регионом,"Россия,Москва,Дмитрий Песков,Владимир Путин,Экономика"
МВФ рекомендовал Украине повысить налоги ,12:05 05.05.2025,https://ria.ru/20250505/ukraina-2015011474.html,Forbes Ukraine: МВФ рекомендовал Украине повысить налоги для наполнения бюджета,"Украина,США,МВФ,Всемирный банк,Экономика"
Bloomberg: ЕК предложит полностью запретить импорт российского газа ,11:26 05.05.2025,https://ria.ru/20250505/bloomberg-2015000179.html,Bloomberg: ЕК предложит запретить весь импорт российского газа к концу 2027 года,"Экономика,Москва,Россия,Брюссель,Еврокомиссия,В мире,Страсбург,Дмитрий Песков"
"ФАС согласовала ходатайство ""Магнита"" о приобретении ""Азбуки Вкуса"" ",11:13 05.05.2025,https://ria.ru/20250505/magnit-2014997118.html,"ФАС согласовала ходатайство ""Магнита"" о приобретении доли ""Азбуки Вкуса""","Экономика,Азбука вкуса,Россия,Федеральная антимонопольная служба (ФАС России)"
На ПМЭФ обсудят развитие Большого Евразийского партнерства ,10:59 05.05.2025,https://ria.ru/20250505/forum-2014994587.html,"""Росконгресс"": на ПМЭФ-2025 обсудят развитие Большого Евразийского партнерства","Экономика,Россия,Санкт-Петербург,Антон Кобяков,ПМЭФ — 2025"
Суд разрешил российской дочке IKEA выплатить долг в рассрочку ,05:35 05.05.2025,https://ria.ru/20250505/sud-2014954708.html,Арбитраж Подмосковья предоставил бывшей структуре IKEA рассрочку на 32 месяца,"Московская область (Подмосковье),Швеция,Россия,IKEA International Group,Десятый арбитражный апелляционный суд,Федеральная налоговая служба (ФНС России),Экономика"
Эксперты назвали самые востребованные профессии в России ,02:24 05.05.2025,https://ria.ru/20250505/trud-2014948552.html,"""Профилум"": инженеры и строители стали самыми востребованными в 2024 году","Экономика,Россия"
"Эксперт рассказал, когда россияне смогут расплачиваться цифровым рублем ",20:41 04.05.2025,https://ria.ru/20250504/rubl-2014923717.html,Экономист Войлуков: россияне начнут платить цифровыми рублями в 2026 году,"Экономика,Технологии,Россия,Общество,Рубль,Цифровой рубль"
"Глава РФПИ заявил, что Баффетт научил миллионы людей инвестировать ",15:12 04.05.2025,https://ria.ru/20250504/baffett-2014891138.html,Дмитриев: Баффетт нашел свое предназначение и научил миллионы людей инвестициям,"Экономика,Россия,Кирилл Дмитриев,Berkshire Hathaway,Российский фонд прямых инвестиций,В мире"
Китай вошел в тройку главных поставщиков картофеля в Россию ,11:23 04.05.2025,https://ria.ru/20250504/kartofel-2014858574.html,Китай впервые с 2019 года вошел в тройку главных поставщиков картофеля в Россию,"Экономика,Россия,Китай,Египет,ООН"
Шанс века. Чем Россия может укрепить позиции ,08:00 04.05.2025,https://ria.ru/20250504/vino-2014374962.html,Российские виноделы побили 15-летний рекорд по продажам ,"Вино,Россия,Китай,Франция,Италия,Экономика,Виноделие,виноградники"
"Shell изучает возможность приобретения BP, пишут СМИ ",07:28 04.05.2025,https://ria.ru/20250504/biznes-2014836829.html,Bloomberg: Shell изучает возможность приобретения BP,"Экономика,Цены на нефть,BP Plc.,Shell"
Названы самые высокие стартовые зарплаты в нефтегазовой отрасли ,04:26 04.05.2025,https://ria.ru/20250504/zarplaty-2014832169.html,Fersol назвала самые высокие стартовые зарплаты в нефтегазовой отрасли,Экономика
В США вступили в силу повышенные импортные пошлины на автокомплектующие ,17:45 03.05.2025,https://ria.ru/20250503/poshliny-2014796279.html,В США вступили в силу повышенные до 25% импортные пошлины на автокомплектующие,"Экономика,Авто,США,Дональд Трамп,Введение Трампом пошлин на импорт"
Восемь стран ОПЕК+ увеличат предельный уровень добычи нефти в июне ,17:40 03.05.2025,https://ria.ru/20250503/opek-2014795906.html,Восемь стран ОПЕК+ увеличат предельный уровень добычи на 411 тыс барр в сутки,"Экономика,ОПЕК,Нефть"
"Новак рассказал, как торговые войны повлияют на спрос на нефть ",15:45 03.05.2025,https://ria.ru/20250503/neft-2014786240.html,Новак: снижение темпов экономического роста в мире скажется на спросе на нефть,"Экономика,Цены на нефть,Россия,Александр Новак,ОПЕК"
Полянский: США отложили идею введения санкций против России в долгий ящик ,09:15 03.05.2025,https://ria.ru/20250503/sanktsii-2014747847.html,Полянский: США очень трудно найти идеи для введения новых санкций против России,"США,Россия,Дмитрий Полянский,Государственный департамент США,Введение Трампом пошлин на импорт,Санкции в отношении России,Реакция на санкции,Экономика"
"Названы страны, которые ввели больше всего санкций против России ",09:07 03.05.2025,https://ria.ru/20250503/sanktsii-2014747186.html,"Castellum: США, Канада и Швейцария ввели больше всего санкций против России","Экономика,Россия,США,Канада,Владимир Путин,Евросоюз,Санкции в отношении России,Реакция на санкции"
"Полянский рассказал, почему США не ввели пошлины против России ",07:51 03.05.2025,https://ria.ru/20250503/poshliny-2014741978.html,"Полянский: торговля России и США сошла на нет, поэтому и пошлин не было","Экономика,Россия,США,Москва,Дмитрий Полянский,Дональд Трамп,Введение Трампом пошлин на импорт"
"Росстат раскрыл, в каких регионах наибольший дефицит руководителей компаний ",07:14 03.05.2025,https://ria.ru/20250503/rosstat-2014740365.html,"Росстат: в Севастополе, Вологодской области и Алтае не хватает руководителей","Экономика,Севастополь,Вологодская область,Россия,Федеральная служба государственной статистики (Росстат)"
Полянский прокомментировал отсутствие пошлин США на российский экспорт ,06:37 03.05.2025,https://ria.ru/20250503/poshliny-2014738296.html,Полянский назвал отсутствие пошлин США напоминанием для сторонников рестрикций,"Экономика,Цены на нефть,Россия,США,Вашингтон (штат),Дмитрий Полянский,Дональд Трамп,ООН,Введение Трампом пошлин на импорт"
Американские обувщики призвали Трампа освободить отрасль от пошлин ,01:30 03.05.2025,https://ria.ru/20250503/poshliny-2014727791.html,"Adidas, Nike, Vance и Crocs призвали Трампа освободить отрасль от пошлин","Экономика,США,Китай,Дональд Трамп,Adidas AG,Введение Трампом пошлин на импорт"
Китай вошел в тройку главных поставщиков мяса в Россию ,22:56 02.05.2025,https://ria.ru/20250502/kitay-2014719634.html,"Белоруссия, Бразилия и Китай стали лидерами по поставкам мяса в Россию","Экономика,Китай,Россия,Белоруссия,Бразилия,В мире,Продукты,Мясо,Импорт,Экспорт"
"Банкир рассказал, сколько россияне планируют потратить на майские праздники ",22:02 02.05.2025,https://ria.ru/20250502/prazdniki-2014717153.html,Большинство россиян планируют потратить на майские праздники до 20 тыс рублей ,"Праздник Весны и Труда,День Победы,День Победы. Подготовка к празднику,Россия,Общество,Финансы,Экономика"
Доллар дешевеет к мировым валютам после публикации статистики из США ,17:41 02.05.2025,https://ria.ru/20250502/dollar-2014698592.html,"Индекс доллара опускался на 0,71 процентов после публикации статистики из США","Экономика,США,Ситуация с курсами валют и ценами на нефть,В мире,Доллар"
В Нидерландах сообщили об отмене рекордного числа грузоперевозок в США ,17:14 02.05.2025,https://ria.ru/20250502/poshliny-2014696977.html,Evofenedex заявила об отмене рекордного числа грузоперевозок в США из-за пошлин,"США,Нидерланды,Экономика,Введение Трампом пошлин на импорт,Китай"
"США отменили правило о беспошлинном ввозе китайских товаров, пишет NYT ",12:01 02.05.2025,https://ria.ru/20250502/poshliny-2014665000.html,NYT: власти США отменили беспошлинный ввоз китайских товаров стоимостью до $800,"Экономика,Китай,США,Вашингтон (штат),Дональд Трамп,Введение Трампом пошлин на импорт"
"Исследование показало, как изменилась цена на зерновой кофе ",11:12 02.05.2025,https://ria.ru/20250502/kofe-2014661566.html,"Аналитики ""Чек Индекса"": зерновой кофе в РФ подорожал в 2 раза сильнее молотого","Россия,Экономика"
Эксперт рассказал о правилах передачи ФНС данных по зарубежным счетам ,09:22 02.05.2025,https://ria.ru/20250502/fns-2014651609.html,Партнер GRM Новиков: россияне должны до 1 июня отчитаться о зарубежных счетах ,"Россия,Азербайджан,Армения,Сергей Новиков,Евразийский экономический союз,Федеральная налоговая служба (ФНС России),Экономика"
Эксперт назвал самые стабильные валюты в мире ,07:03 02.05.2025,https://ria.ru/20250502/valyuty-2014643302.html,Смирнов: швейцарский франк является одной из самых стабильных валют в мире,"Экономика,Кувейт,Андрей Смирнов,БКС Мир инвестиций"
Названы самые выгодные товары для инвестиций в 2025 году ,06:04 02.05.2025,https://ria.ru/20250502/tovary-2014641531.html,"Кобальт, кофе и золото стали самыми выгодными товарами для инвестиций","Экономика,Великобритания,Европа,Brent"
Банкам запретили вводить новые комиссии по кредитным картам ,03:01 02.05.2025,https://ria.ru/20250502/sud-2014635278.html,Верховный суд запретил банкам вводить новые комиссии по кредитным картам,"Экономика,Санкт-Петербург,Россия,Альфа-банк"
В ГД предложили ежегодно индексировать налоговые вычеты для россиян  ,01:07 02.05.2025,https://ria.ru/20250502/gosduma-2014631597.html,Депутаты ГД предложили ежегодно индексировать налоговые вычеты для россиян,"Экономика,Россия,Сергей Миронов,Александр Ремезков,Антон Силуанов,Госдума РФ"
"Поставки газа из России по ""Турецкому потоку"" снизились на 7,9 процентов ",23:54 01.05.2025,https://ria.ru/20250501/gaz-2014627679.html,"Поставки газа из России в ЕС по ""Турецкому потоку"" в апреле снизились на 7,9%","Экономика,Европа,Россия,Турция,Газпром,Турецкий поток"
ЕБРР выделил Украине семь миллиардов евро с начала конфликта ,19:33 01.05.2025,https://ria.ru/20250501/ebrry-2014606656.html,ЕБРР: финансирование Украины с февраля 2022 года превысило семь миллиардов евро,"Экономика,Украина,Лондон,Восточная Европа,Европейский банк реконструкции и развития,СНГ"
Названы самые богатые российские бизнесмены ,18:40 01.05.2025,https://ria.ru/20250501/biznesmeny-2014601336.html,"BBI: состояние российских миллиардеров за этот год выросло на $14,977 миллиарда","Экономика,Россия,Алишер Усманов,Владимир Потанин,Вагит Алекперов,Металлоинвест,Мегафон,Норильский никель"
Пензенская область будет сотрудничать с Самаркандской областью Узбекистана ,14:28 01.05.2025,https://ria.ru/20250501/sotrudnichestvo-2014569159.html,Подписаны соглашения о сотрудничестве Пензенской и Самаркандской областей,"Пензенская область,Экономика,Самаркандская область,Узбекистан,Олег Мельниченко,Пензенская область"
Цена нефти марки Brent опустилась ниже 60 долларов за баррель ,11:54 01.05.2025,https://ria.ru/20250501/neft-2014558189.html,Цена нефти марки Brent опустилась ниже 60 долларов за баррель впервые с 9 апреля,"Экономика,Цены на нефть,Brent"
"Испанские предприниматели хотят вернуться в Россию, рассказал экономист ",10:35 01.05.2025,https://ria.ru/20250501/ispanija-2014553731.html,Экономист де Кастро: испанские бизнесмены хотят вернуться на российский рынок,"Россия,Испания,Европа,Экономика"
"Европе пришлось совсем несладко из-за тарифов США, заявил Медведев ",09:42 01.05.2025,https://ria.ru/20250501/evropa-2014548120.html,Медведев: Европе придется идти на поклон из-за тарифов Трампа,"Европа,США,Россия,Дмитрий Медведев,Экономика"
"Тарифная борьба США идет против всех, заявил Медведев ",09:33 01.05.2025,https://ria.ru/20250501/tarify-2014547623.html,"Медведев: тарифная борьба США идет против всех, Европа бесится","США,Европа,Россия,Дмитрий Медведев,Экономика"
"Зверские тарифы США не распространяются на Россию, заявил Медведев ",09:26 01.05.2025,https://ria.ru/20250501/medvedev-2014547042.html,"Медведев: Россия почти не торгует с США, новые зверские тарифы ее не коснулись","Россия,США,Дмитрий Медведев,Экономика"
"Путин наградил конструкторское бюро ""Алмаз"" почетным знаком ",09:25 01.05.2025,https://ria.ru/20250501/almaz-2014546561.html,"Путин наградил конструкторское бюро ""Алмаз"" почетным знаком ""За успехи в труде""","Экономика,Россия,Владимир Путин,Алмаз (конструкторское бюро)"
"Трамп допустил промашку в тарифной борьбе с Китаем, считает Медведев ",09:23 01.05.2025,https://ria.ru/20250501/medvedev-2014546041.html,"Медведев: экономика Китая выдержит любой прессинг, Трамп допустил промашку","Китай,США,Экономика,Дональд Трамп,Дмитрий Медведев"
"В МИД рассказали, когда могут подписать соглашение ЕАЭС — Монголия ",09:10 01.05.2025,https://ria.ru/20250501/mid-2014544236.html,МИД: торговое соглашение ЕАЭС-Монголия могут подписать на заседании ВЕЭС,"Экономика,Монголия,Россия,Микаэл Агасандян,Евразийский экономический союз,СНГ"
"""Бутербродекс"" в первой половине апреля вырос на 0,3 пункта ",08:05 01.05.2025,https://ria.ru/20250501/indeks-2014539483.html,"Индекс кофе с бутербродом в первой половине апреля вырос до 157,1 пункта","Экономика,Россия"
"Россияне стали чаще заказывать товары для дачи, сообщил логист ",07:40 01.05.2025,https://ria.ru/20250501/dacha-2014538979.html,Логист Коптев: россияне в начале года стали чаще заказывать товары для дачи,"Экономика,Россия"
В МИД России оценили последствия выхода Армении из ЕАЭС ,06:48 01.05.2025,https://ria.ru/20250501/armeniya-2014536151.html,Директор Агасандян: ЕС не компенсирует потери Армении при ее выходе из ЕАЭС,"Экономика,Армения,Россия,Ереван,Микаэл Агасандян,Алексей Оверчук,Евразийский экономический союз,СНГ,Евросоюз"
